,level_0,index,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,name,Emotions
1679,1679,1679,4464,1291.3439022800997,2873.3991812396525,-419.3496,135.091,17.06775,60.336002,-12.340837,15.272666,-9.060961,6.6350484,-9.758382,0.6924098,2.2724745,-9.378507,6.5892353,-9.203149,1.8263168,-9.459878,-0.21246773,-5.159359,-3.443908,1.0318896,1021_TAI_ANG_XX,angry
1680,1680,1680,3862,1313.6728855458293,3006.536614404966,-453.48373,144.74644,7.9066186,71.771324,-20.070822,32.910217,-16.7096,17.38795,-9.398484,0.6622526,2.2226708,-12.748793,8.9495535,-14.740228,4.623392,-12.501447,2.0136464,-5.9003735,-2.4748151,0.4601896,1021_TAI_DIS_XX,disgust
1681,1681,1681,2409,1108.64591128228,2560.3156475981405,-468.29242,145.90172,14.298504,69.33209,-15.122156,33.29888,-14.906339,13.151266,-8.244325,-2.0491724,2.1948571,-8.923069,7.3214946,-12.410592,4.5108104,-11.064687,1.7263625,-6.5343,-2.843263,-0.9308767,1021_TAI_FEA_XX,fear
1682,1682,1682,2835,1190.1517577354466,2695.331280048077,-450.1165,143.713,11.375365,66.25424,-13.4468155,27.572535,-12.486493,12.888287,-10.308249,-0.7168613,3.3509178,-8.868373,8.688502,-12.008033,1.7566144,-13.519222,1.157107,-3.2472775,0.51045513,3.8523943,1021_TAI_HAP_XX,happy
1683,1683,1683,3554,1291.8717236572302,2961.236000061035,-421.26093,128.77802,14.631237,58.08144,-5.4256597,14.464956,-9.4170685,6.0218563,-5.097864,-0.4110663,0.95538,-7.1402154,6.7015963,-7.508077,1.524329,-8.219326,0.6271718,-3.8943198,-4.6806865,0.17305799,1021_TAI_NEU_XX,neutral
1684,1684,1684,2820,1135.5293445142572,2573.4847139721073,-455.65326,148.46541,13.707217,65.3865,-17.994556,27.28723,-14.027729,12.224851,-7.7118697,-0.7985585,2.3788586,-9.2323265,7.401297,-12.079733,3.6944954,-11.91152,0.95249355,-4.266914,-2.2508287,0.29644558,1021_TAI_SAD_XX,sad
1685,1685,1685,5857,1542.592383268024,3292.8305053710938,-389.04233,123.856384,1.4139299,60.19573,-9.2027,18.93298,-12.951616,10.171445,-7.4006143,-0.6151918,0.95148504,-8.502841,6.7402267,-9.555196,0.9479474,-10.648207,3.7236056,-5.9132204,-4.120552,1.786343,1021_TIE_ANG_XX,angry
1686,1686,1686,3527,1209.5813903508854,2771.6522216796875,-443.9991,145.56122,2.5888643,63.594074,-9.878614,28.839775,-18.874826,13.410582,-8.03096,-0.8936871,2.886443,-10.791558,7.1336246,-9.138858,2.9697766,-12.375512,5.6990213,-6.190264,-3.7657843,1.3418238,1021_TIE_DIS_XX,disgust
1687,1687,1687,2798,1170.9759529456296,2766.58935546875,-446.1336,138.24687,9.466325,61.954704,-9.028601,29.525415,-16.423092,7.60807,-4.964718,2.351894,1.479705,-12.111539,6.8323455,-9.263619,1.9213185,-10.606593,4.115796,-6.4730515,-5.2713556,1.1910139,1021_TIE_FEA_XX,fear
1688,1688,1688,3248,1334.1131986548326,3039.4211490597345,-410.03754,136.8075,-4.275153,59.5071,-6.8850064,20.53338,-18.16518,11.764909,-7.3202767,0.029013027,3.8680818,-9.073898,6.618025,-8.368154,3.9024878,-10.540699,4.8221283,-6.650678,-5.5645046,1.6185894,1021_TIE_HAP_XX,happy
1689,1689,1689,2505,1184.439155900161,2696.5352376302085,-426.11227,141.9241,2.7746751,58.600857,-7.7213163,24.89839,-17.2569,10.332567,-4.445466,-0.30980554,1.628023,-8.680214,6.7507076,-10.529565,1.7322477,-11.700623,3.8348165,-5.261977,-6.145508,-0.1331625,1021_TIE_NEU_XX,neutral
1690,1690,1690,2997,1143.9978865104506,2670.7763671875,-444.03705,136.51495,13.145479,61.82559,-6.4058743,26.689274,-16.478647,9.246778,-2.7370677,1.2863784,3.0762262,-9.633784,6.0834556,-9.364744,1.0753404,-10.723404,3.467885,-3.99803,-4.7216167,-0.54359823,1021_TIE_SAD_XX,sad
1691,1691,1691,8240,2049.5810052666934,4143.924507472826,-362.81238,99.451004,9.8104315,58.862854,-8.884424,17.364138,-17.234283,5.169197,-10.334678,-2.2778971,2.383788,-5.8018703,7.4374967,-11.116966,3.9747267,-7.677415,0.4115657,-5.6128106,-6.6235833,-0.5312396,1021_TSI_ANG_XX,angry
1692,1692,1692,6021,1646.1810731913854,3627.4542557565787,-441.55978,128.15894,12.851193,66.45838,-9.986279,33.356102,-22.30138,11.870631,-8.779381,1.3345518,3.1473608,-10.477124,8.5704775,-11.228516,5.6684523,-11.883142,2.9968982,-6.305202,-3.5872984,0.4604238,1021_TSI_DIS_XX,disgust
1693,1693,1693,4143,1532.4125656418382,3459.602716619318,-445.66925,116.22667,25.31222,62.177036,-2.3058846,29.079811,-14.009006,10.141254,-3.770594,0.40447673,2.879567,-7.453799,7.7739267,-9.341543,2.359662,-8.553697,0.7501953,-5.92377,-4.4436502,-0.07382245,1021_TSI_FEA_XX,fear
1694,1694,1694,4410,1605.1420782289033,3670.3857421875,-432.91525,117.86452,19.988548,65.95864,-3.9664383,25.592587,-15.364915,11.835063,-8.581362,0.25031522,2.0851178,-8.620002,9.353054,-10.634066,5.1096315,-9.173622,1.7044524,-4.8580594,-6.131754,0.6896045,1021_TSI_HAP_XX,happy
1695,1695,1695,4073,1521.7484562896896,3445.7149897780373,-443.61444,134.36986,10.903954,71.6718,-12.994529,37.830933,-22.658829,12.055226,-10.516514,2.9287865,1.9191056,-10.90542,10.714513,-11.514101,7.520709,-12.200602,3.2282364,-6.309071,-2.7633262,-0.96798164,1021_TSI_NEU_XX,neutral
1696,1696,1696,4574,1492.4537179021102,3444.901561009065,-466.61456,135.45175,14.327384,75.88171,-15.574838,40.79635,-22.028223,14.766325,-10.901062,-0.039472915,2.7928276,-9.991132,9.501599,-13.890128,6.512626,-12.439636,3.307424,-6.7287235,-2.75283,-0.8203551,1021_TSI_SAD_XX,sad
1697,1697,1697,6119,1647.8552130899666,3275.875388969809,-342.71878,120.57348,3.92955,48.737946,-16.00317,11.460819,-7.832855,0.16057122,-9.245604,2.6310308,-3.9681213,-7.7085066,6.8617725,-9.188484,5.6690316,-8.2789345,-0.93598425,-7.0869713,-6.5240192,-0.29403108,1021_WSI_ANG_XX,angry
1698,1698,1698,3966,1302.8664837578076,2802.0948840725805,-426.91525,143.5436,5.139634,61.794247,-14.210695,26.880098,-14.447659,10.368918,-8.995409,1.0360168,2.2433665,-11.210332,6.8213415,-9.088146,5.431284,-11.465813,2.891048,-6.1542325,-4.3977494,0.30839399,1021_WSI_DIS_XX,disgust
1699,1699,1699,3278,1206.586038566444,2740.869140625,-456.29623,140.8735,13.021228,64.20884,-11.316198,33.74578,-13.79043,8.997025,-6.858594,1.2046022,2.5395737,-10.252488,6.321631,-9.890514,5.505139,-12.168101,0.8134471,-5.1688013,-3.915778,-0.41320643,1021_WSI_FEA_XX,fear
1700,1700,1700,3441,1236.2516032220578,2822.828764073989,-442.2897,140.44461,12.220267,63.9767,-11.047101,30.868408,-13.836967,11.129764,-8.9739,1.0921735,0.47643006,-11.920552,8.37639,-11.481085,5.0156097,-10.426367,0.29044855,-5.8389473,-3.0967453,-0.61654043,1021_WSI_HAP_XX,happy
1701,1701,1701,3324,1273.0572722988932,2702.718859521028,-421.13745,137.16582,16.92253,48.816036,-9.687346,21.818663,-9.6323805,4.1840715,-6.614979,2.0698614,0.4662648,-10.504349,5.9630156,-7.0028462,3.329606,-9.29897,-0.64633477,-4.054602,-3.299414,0.7901601,1021_WSI_NEU_XX,neutral
1702,1702,1702,2465,1177.824465682994,2483.533092380799,-445.74142,152.18433,4.4051857,69.12592,-18.588806,32.83988,-16.818531,9.375728,-8.845482,2.318919,2.274928,-10.942564,8.590435,-8.265526,6.7313724,-13.07988,2.06797,-7.730095,-3.623057,-0.009535629,1021_WSI_SAD_XX,sad
1703,1703,1703,4967,1531.982772309326,3287.3740849532483,-310.6994,116.50134,-5.548048,47.97313,-2.11894,3.0479212,-11.219461,-1.5521014,-6.509962,3.72252,-4.814323,-7.931833,6.6111064,-8.195501,1.8250455,-9.064729,-4.4656954,-3.89412,-3.973275,-4.346779,1022_DFA_ANG_XX,angry
1704,1704,1704,5419,1615.4928009264945,3285.5285104397126,-342.4586,125.73737,-9.067399,55.684338,0.3818545,10.340811,-17.886927,1.3819287,-8.168481,-0.19237001,-3.1424167,-8.213643,7.6353683,-9.648394,3.3401325,-9.082868,-2.6976414,-3.4623022,-2.6225948,-4.1411934,1022_DFA_DIS_XX,disgust
1705,1705,1705,2205,1133.8631892635635,2550.6392691899273,-425.41138,148.9237,4.332161,67.40443,-9.795444,26.910622,-17.02813,5.7027073,-9.638059,-1.1316335,-0.4766959,-8.562318,7.1567855,-12.376812,5.5964804,-11.050885,-1.3135796,-4.475461,0.7728061,-2.8727787,1022_DFA_FEA_XX,fear
1706,1706,1706,2559,1140.5260025918533,2522.000949182243,-399.62222,129.54456,13.098394,52.09387,10.6869,5.326094,-7.8887486,-1.2769809,-5.899045,-2.2536519,-2.2873836,-4.455435,5.6424084,-6.6524663,-0.5077855,-5.4774933,-3.2107148,-1.865413,-4.7737646,-3.7222917,1022_DFA_HAP_XX,happy
1707,1707,1707,2833,1270.8665500174566,2787.1360085227275,-394.2128,143.18007,-7.4728336,65.026596,-0.9643409,14.226764,-14.480703,1.0569212,-15.220918,0.44968826,0.047416765,-8.805509,8.43302,-8.995105,6.628761,-9.831982,-2.120653,-1.874016,-0.98039925,-2.2235777,1022_DFA_NEU_XX,neutral
1708,1708,1708,2085,1064.037219512868,2389.2447758646845,-442.2122,150.8357,4.9017863,71.19629,-8.040102,27.275276,-17.792025,8.263394,-6.2859735,0.17916553,-1.7777553,-9.111283,7.965364,-12.927109,4.9656425,-10.664692,0.3427077,-4.694362,-0.790446,-2.5183423,1022_DFA_SAD_XX,sad
1709,1709,1709,7862,1951.7033227214688,3762.4522489659926,-176.09947,93.78621,-39.579933,35.23772,-31.98844,4.1309414,-11.14267,3.041788,-13.673018,1.8591733,-0.8835307,-7.5231543,6.598728,-10.687694,6.1082115,-11.258281,-5.003845,-7.610628,-5.46456,-4.1088147,1022_IEO_ANG_HI,angry
1710,1710,1710,3063,1558.9105286934177,3281.1908428485576,-259.0153,111.167076,-9.592703,35.506866,-19.74514,3.89646,-3.5733593,-2.9308543,-12.589583,1.5600632,-4.079289,-6.652951,3.3637962,-9.510254,2.5026767,-8.714758,-3.6813421,-5.2426457,-4.518663,-6.958482,1022_IEO_ANG_LO,angry
1711,1711,1711,3644,1430.9165842990458,3104.1707356770835,-275.27383,101.222885,4.2440104,29.734499,-16.31414,4.3860216,-2.8700597,-2.295924,-6.836019,-0.105012804,-1.6031021,-4.55926,-0.04648735,-4.647909,1.8654039,-8.747486,-2.9745345,-10.325572,-9.18666,-6.1615667,1022_IEO_ANG_MD,angry
1712,1712,1712,3001,1303.3022638595185,2609.3036358173076,-380.89413,133.70282,11.193058,40.02401,-8.378465,15.3373,-11.044105,3.4749904,-7.5560827,-2.5054152,2.3613,-5.5601516,2.085003,-8.628917,2.9823062,-6.1112394,0.32598123,-2.934662,-0.32501054,-2.8025844,1022_IEO_DIS_HI,disgust
1713,1713,1713,3022,1271.4653309632783,2569.9409816576085,-414.26392,146.8243,7.4899874,52.86427,-17.255756,24.072374,-17.080082,9.338125,-7.0756617,-0.59855217,6.487493,-3.6554263,5.360497,-11.805602,5.021268,-11.620072,-0.5433259,-5.878818,-3.4649515,-2.2032907,1022_IEO_DIS_LO,disgust
1714,1714,1714,3205,1339.8867802070856,2760.7272006497524,-364.2977,127.23335,11.111564,36.221855,-3.6280813,11.470485,-6.5591063,1.0620513,-7.259702,-0.89642394,-0.31313688,-3.2163806,3.143681,-9.074056,1.4052095,-7.203776,-2.9542575,-4.5286837,-3.0770705,-4.5203795,1022_IEO_DIS_MD,disgust
1715,1715,1715,2690,1263.8106404558037,2776.383544921875,-368.9224,114.30632,20.541876,38.576916,2.2996798,13.552171,-3.7469263,3.112845,-7.6896305,-4.9786835,0.007652149,-3.1083603,1.0071596,-6.4083424,2.0798225,-6.438655,-4.423476,-6.8153462,-3.913282,-3.9917846,1022_IEO_FEA_HI,fear
1716,1716,1716,2072,1176.9092074375733,2350.532941120427,-411.6331,152.44534,7.6124506,53.660156,-19.379425,27.498716,-9.838813,11.665268,-8.7203455,-4.594044,0.57454073,-3.9709418,8.360216,-9.970274,4.631049,-10.965551,2.4192188,-7.637845,-2.283275,-0.9324142,1022_IEO_FEA_LO,fear
1717,1717,1717,1971,1092.3717119056014,2291.6994757401317,-443.59958,148.80867,13.325649,55.141888,-11.475211,31.53117,-12.757598,11.033077,-4.987256,-3.4735959,3.2617965,-5.3270683,4.9197664,-11.109938,3.8475204,-9.259677,1.9616492,-6.8010573,-2.7183857,-0.13893473,1022_IEO_FEA_MD,fear
1718,1718,1718,2209,1164.0601408367527,2274.3099975585938,-386.47397,144.20805,10.781639,45.060368,-9.28969,12.599432,-10.898344,2.862061,-10.435971,-3.1009698,2.3746495,-2.7829237,6.904986,-5.478436,6.2726097,-8.349304,-2.785331,-5.400403,-3.334914,-0.95130575,1022_IEO_HAP_HI,happy
1719,1719,1719,2169,1224.529370367619,2580.184397977941,-402.7983,135.20383,16.694193,46.44385,-11.199788,17.759472,-3.6188133,5.71031,-6.090796,-2.114742,0.95236826,-4.5008645,4.503615,-7.7396183,3.3769581,-8.865817,-2.1310606,-4.2369227,-3.4149249,-2.4968748,1022_IEO_HAP_LO,happy
1720,1720,1720,2344,1206.4257475748398,2485.058306525735,-415.3591,145.43481,9.97628,51.018562,-15.44533,20.725298,-10.026944,8.854348,-8.772967,-1.2414566,3.9267437,-4.0924883,6.7006283,-9.229836,5.390114,-9.93475,-1.1646062,-5.8434796,-3.2677777,-1.7013735,1022_IEO_HAP_MD,happy
1721,1721,1721,1985,1198.0711798363147,2495.378154032939,-380.13837,144.77759,7.503394,47.258263,-15.762773,15.814026,-8.228633,4.2511716,-10.9036045,-3.196461,-0.2679697,-4.909731,4.7936587,-9.562355,5.676765,-8.940038,-1.8374289,-5.0603404,-1.4093236,-1.5758165,1022_IEO_NEU_XX,neutral
1722,1722,1722,2601,1181.9915523964476,2522.8648792613635,-418.9628,145.36263,7.6701446,53.710068,-17.030825,23.184896,-8.989213,8.732111,-11.260165,-2.8654408,1.0207721,-5.7368655,7.689337,-11.501192,3.9971473,-9.341196,-0.24401131,-5.6685357,-0.9639939,-1.164501,1022_IEO_SAD_HI,sad
1723,1723,1723,1698,1092.265677620634,2214.4639756944443,-441.7658,150.07855,17.35287,55.559395,-17.190542,29.538412,-11.491314,12.8452015,-6.4177585,-4.4740047,2.2807412,-4.9607058,6.5108433,-9.510992,4.9436584,-11.1583805,0.8057155,-7.088865,-3.1486256,-1.7121443,1022_IEO_SAD_LO,sad
1724,1724,1724,2377,1119.3524095369933,2400.203167459239,-460.72012,151.14578,10.959129,64.93544,-19.11245,36.539772,-14.442201,14.569327,-6.564153,-1.9889302,1.7708266,-7.821981,6.8443847,-12.674972,5.3094153,-13.578285,0.24431212,-7.7711086,-2.034841,0.08690378,1022_IEO_SAD_MD,sad
1725,1725,1725,4221,1447.0273963335915,3073.731275826446,-278.6431,116.84491,-9.86793,45.830204,-4.5046754,-8.563591,0.7935985,-4.220503,-12.920786,3.3704867,-3.2394304,-5.8683844,2.5189807,-12.366597,-1.3139913,-6.115659,-8.350292,-4.4589643,-1.938827,-4.9016895,1022_IOM_ANG_XX,angry
1726,1726,1726,2562,1103.7848908828146,2238.0364668996713,-387.2418,143.6883,5.3537307,52.198067,0.021952733,12.182066,-8.29605,2.5725641,-10.395422,-4.036721,0.86237043,-3.4176376,3.1762605,-11.96336,2.038048,-8.632849,-4.8103027,-5.528409,-3.9903085,-4.5286055,1022_IOM_DIS_XX,disgust
1727,1727,1727,2223,1040.7519674826433,2273.8126273777175,-424.6176,144.66756,11.121429,61.95327,-5.194941,21.234434,-6.9095364,7.605582,-10.109085,-4.3464723,-2.7205284,-6.4219933,7.144822,-14.442015,2.023298,-9.462835,-3.208573,-5.184035,-3.1550832,-1.3625721,1022_IOM_FEA_XX,fear
1728,1728,1728,2567,1115.005838562789,2440.83984375,-399.22638,143.39005,6.6575894,54.366016,0.52876383,12.193456,-8.043795,4.3294935,-10.985983,-1.8463902,-0.381245,-7.0310936,7.227688,-11.144629,3.6931167,-5.4364576,-5.936349,-5.137303,-3.2282505,-1.4161278,1022_IOM_HAP_XX,happy
1729,1729,1729,2243,1135.075990001836,2491.0400390625,-391.21677,150.22356,-5.7919197,66.076584,-2.1726737,12.076132,-3.546653,5.2818117,-13.971286,-0.36438468,-0.012329891,-5.1278806,8.603492,-13.82694,1.7218095,-8.494186,-2.9337034,-3.9746866,-2.7113178,-1.7683921,1022_IOM_NEU_XX,neutral
1730,1730,1730,1783,898.5569275364549,1818.1469498393692,-433.40396,157.95337,12.597553,59.249924,-6.432283,23.839529,-10.208503,8.194295,-6.682726,-2.0213122,-0.7134855,-6.6761775,7.266884,-13.33827,1.0678841,-10.57581,-2.9726102,-5.7185955,-2.3365877,-1.9482894,1022_IOM_SAD_XX,sad
1731,1731,1731,5104,1512.48123810652,3158.382568359375,-265.16187,112.37055,-10.230338,37.65103,-0.030997466,-3.941177,-5.969098,-1.3089314,-9.020501,1.3886303,-4.608535,-5.9577374,2.8600678,-10.806601,2.3828034,-7.6100483,-10.253763,-4.0816526,-3.0447378,-5.6992264,1022_ITH_ANG_XX,angry
1732,1732,1732,4303,1423.7491147976782,2945.395466432733,-365.03918,150.45,-23.285473,67.02525,-12.731909,17.755888,-18.944561,3.5254736,-7.664047,-0.14066611,0.092349924,-7.7806444,6.7481656,-12.814739,7.7719297,-8.018521,-0.63353044,-4.626412,-2.3193698,-3.133977,1022_ITH_DIS_XX,disgust
1733,1733,1733,2287,1109.5379896049599,2403.018465909091,-403.10165,145.0356,5.193474,60.697247,-4.895538,19.730425,-13.201853,2.4862032,-8.069671,-0.65775794,-2.2969084,-7.42432,5.639548,-13.633434,5.0661635,-8.031003,-3.623869,-6.178206,-2.4217522,-1.5099441,1022_ITH_FEA_XX,fear
1734,1734,1734,3474,1260.4238452093207,2737.5821021295365,-355.74802,135.53342,1.0001236,43.842003,6.856671,-0.36895424,-8.975704,-4.7514606,-7.8516603,4.057735,-0.78889906,-5.661428,2.9131215,-10.128073,3.9748485,-2.8582547,-7.755766,-2.5302658,-1.3596468,-4.3486767,1022_ITH_HAP_XX,happy
1735,1735,1735,3530,1207.2815674793567,2568.603515625,-361.52243,147.43918,-9.949226,54.82786,-2.073164,5.330869,-10.515908,1.4300722,-10.678461,2.9701908,1.9477417,-6.325407,5.2135897,-12.944894,3.9010613,-6.076159,-4.571011,-4.3299026,-2.1624556,-1.9910532,1022_ITH_NEU_XX,neutral
1736,1736,1736,2885,1146.7122865302397,2520.995517039862,-414.66257,147.23962,2.3088694,60.214584,-5.960698,20.852648,-16.28343,7.0961933,-4.791908,0.21646322,0.94314665,-8.831847,5.546367,-12.541023,4.1806355,-8.712015,-2.415187,-5.137021,-2.1408033,-2.412269,1022_ITH_SAD_XX,sad
1737,1737,1737,5073,1702.3639513592468,3245.2587890625,-267.825,110.60291,-4.549151,49.144302,-5.457616,-3.2995868,-15.458595,-0.96818477,-12.44249,-2.034854,-5.22187,-5.4187307,6.830731,-11.032025,2.6579394,-6.5626082,-4.2924795,-3.9447098,-2.8602483,-6.323959,1022_ITS_ANG_XX,angry
1738,1738,1738,4925,1523.534557944282,3065.0513775580753,-388.68253,138.40369,5.7554035,61.15358,-14.360794,20.610191,-16.976688,7.7644906,-10.51539,-4.2989836,1.2719971,-4.975883,6.1412144,-14.108982,7.344968,-7.5884857,0.21939668,-4.077546,-3.946899,-4.4394646,1022_ITS_DIS_XX,disgust
1739,1739,1739,2720,1208.2242317647208,2652.275390625,-428.47083,141.61568,10.372692,68.68458,-9.309657,26.607716,-14.94396,8.02395,-6.4670587,-1.9145573,-0.7428613,-7.5946255,5.485171,-13.545547,6.1199737,-8.776073,1.1935731,-4.143898,-2.789157,-2.6942718,1022_ITS_FEA_XX,fear
1740,1740,1740,3413,1378.3714740618245,2919.6678237159654,-375.2972,132.75017,7.0897355,60.881435,-2.5986762,9.869712,-16.407795,0.77428204,-11.146918,-4.546392,-1.1396955,-5.612372,5.8579955,-8.818014,6.516071,-6.693007,-1.9484932,-2.868675,-4.3513594,-3.6190834,1022_ITS_HAP_XX,happy
1741,1741,1741,3580,1376.363875397787,2895.460269325658,-398.61578,138.54953,6.212655,64.05742,-9.410886,18.805704,-17.739937,7.2872996,-9.021598,-2.1422935,-0.45611277,-6.7255545,8.000468,-12.077936,5.536151,-9.930251,-1.3658234,-4.664881,-1.6329836,-2.19323,1022_ITS_NEU_XX,neutral
1742,1742,1742,3125,1404.4686022807575,3181.853759765625,-408.769,127.45439,12.981503,62.485893,-7.125332,20.941631,-13.795355,8.451877,-6.941167,-5.60005,-1.4346646,-6.329952,5.73332,-12.80643,4.637056,-8.711311,-2.0833416,-3.9601169,-1.6016922,-2.2515469,1022_ITS_SAD_XX,sad
1743,1743,1743,4097,1421.1638887212227,2966.055810978982,-215.27658,125.074554,-23.308933,32.059025,-28.61239,-8.325021,0.60938936,-1.1724143,-12.331948,2.5457382,-6.2443986,-6.2297716,2.9894354,-12.0502615,2.3336794,-10.922675,-6.346341,-5.3448324,-2.2682562,-1.3463782,1022_IWL_ANG_XX,angry
1744,1744,1744,3268,1202.1206926502168,2367.3913904138512,-309.43375,152.53987,-16.440243,42.039425,-22.381672,1.1837313,-7.387377,1.3334165,-6.7929554,-1.5297132,-4.5299625,-5.5259867,7.0442767,-10.494458,3.450892,-8.898553,-5.019416,-5.322948,-6.3649964,-4.2937937,1022_IWL_DIS_XX,disgust
1745,1745,1745,2272,1036.432196322211,2211.726743985066,-377.6794,133.97058,22.185093,39.965855,-0.59580535,1.2156576,2.7614539,2.808265,-11.489788,-4.3556037,-2.9780881,-1.8229685,4.501039,-10.286758,-1.3163309,-5.008032,-4.1641665,-3.5858493,-3.4368575,-3.1907132,1022_IWL_FEA_XX,fear
1746,1746,1746,2975,1136.597732997325,2270.507207192665,-377.21912,146.44983,7.5084767,39.036774,-5.189731,5.115956,-4.1020703,2.2648656,-9.999995,-0.67530787,3.7585938,-2.1399899,3.237483,-10.91298,1.6895514,-5.6710086,-3.6419477,-2.1602788,-3.2859008,-3.7496815,1022_IWL_HAP_XX,happy
1747,1747,1747,2390,1052.517933593049,2169.8479903371713,-382.12122,154.16603,6.166218,49.175465,-13.977468,9.25893,-6.770418,5.285291,-10.316859,-5.016818,0.69219196,-3.393097,4.0200014,-9.837652,3.755491,-8.839267,-1.7443564,-5.2302,-3.9662395,-1.9960586,1022_IWL_NEU_XX,neutral
1748,1748,1748,2281,993.7308848696722,1933.3324535472973,-405.77136,162.80046,3.4210958,49.047314,-18.841864,19.257208,-7.2594614,11.791685,-7.4270926,-4.0862308,0.08597261,-6.6717887,5.7041187,-11.921165,1.928245,-10.941221,-1.9378601,-6.570703,-3.188541,-3.521709,1022_IWL_SAD_XX,sad
1749,1749,1749,4511,1570.9030100341568,3183.8953891647197,-268.91284,105.921814,5.4016294,35.84325,-5.4799795,-1.0699985,-9.831985,-3.5501592,-12.321146,-1.4062244,-1.3773266,-2.5360224,-1.6113502,-11.246319,5.6808386,-7.6778383,-6.675331,-6.358127,-6.867209,-5.056712,1022_IWW_ANG_XX,angry
1750,1750,1750,4533,1513.0205560271932,2986.5931584284854,-353.634,145.86304,-11.391093,48.12838,-11.897999,14.970751,-14.585057,7.349772,-12.128387,-0.8642862,3.448608,-6.43797,5.572209,-13.40703,4.7007904,-6.7878747,-0.5784854,-5.470254,-1.2522254,-1.9373219,1022_IWW_DIS_XX,disgust
1751,1751,1751,2103,1182.3772654607371,2464.1074576028964,-406.15225,155.0655,3.4634902,60.04038,-19.694733,28.652248,-13.271336,9.320639,-12.875429,-3.073273,2.285361,-6.370056,6.399746,-17.382816,4.222217,-9.722085,0.25843748,-6.6542635,0.5322207,-0.35032034,1022_IWW_FEA_XX,fear
1752,1752,1752,2554,1256.5841850850693,2627.545797413793,-394.52417,142.91124,10.651555,47.731907,-6.6763206,18.09044,-14.386397,-1.8065774,-13.075817,2.488668,5.959888,-6.271574,3.4833677,-11.736138,5.264043,-6.722031,-3.9305105,-6.159717,-2.0294845,-0.07191945,1022_IWW_HAP_XX,happy
1753,1753,1753,2394,1209.576468962486,2440.557861328125,-379.28754,157.00423,-0.33393934,56.002907,-13.655034,21.951662,-13.873317,2.754911,-13.507632,-1.5400487,3.4544485,-6.1118884,4.8952885,-14.159305,5.3166494,-6.7181787,0.45308024,-4.883108,1.2344885,-1.323065,1022_IWW_NEU_XX,neutral
1754,1754,1754,2754,1154.0728860567137,2269.5556640625,-398.9369,151.12921,11.445432,45.359165,-9.296903,25.534405,-13.150925,3.8823483,-10.560593,-4.0838037,1.0714707,-5.3185,6.950602,-12.833472,2.0292523,-6.6651344,-0.6129658,-6.60357,-0.97563535,-0.782608,1022_IWW_SAD_XX,sad
1755,1755,1755,4838,1427.1249976445108,2904.3104185675184,-264.74155,113.7004,-0.685415,47.599453,-10.924989,-13.583747,-1.5250195,-2.115199,-13.071642,-1.6949897,-9.787559,-6.434829,1.757069,-10.410339,2.3499057,-8.650766,-5.507506,-3.6234152,-4.4340253,-4.316193,1022_MTI_ANG_XX,angry
1756,1756,1756,3799,1186.8252403014828,2456.042569571168,-370.38348,136.9339,14.844433,48.518524,-10.514579,4.167884,-2.6057787,-1.9639487,-8.376108,-2.2891543,-3.6186268,-3.4432979,2.285819,-10.992273,3.6929119,-8.437412,-5.219764,-1.8342878,-3.7805996,-0.56364226,1022_MTI_DIS_XX,disgust
1757,1757,1757,2956,1065.6832703072864,2227.2071430701335,-356.12805,132.25407,20.638441,41.31501,3.976296,-2.4869614,-1.8177848,-1.2388366,-11.312785,-2.883694,-6.3162527,-7.379222,1.0795658,-7.988623,0.5072555,-4.1928763,-3.8715076,-3.9251528,-2.4671621,-2.7161098,1022_MTI_FEA_XX,fear
1758,1758,1758,2556,1000.2375475901587,2063.5041889391446,-396.2386,143.17865,21.848866,44.57041,-0.67931324,1.2332379,-3.8648174,0.9601929,-9.012799,-3.3880675,-3.948559,-6.3472943,1.7511859,-9.078944,2.3285458,-3.9621758,-3.3727577,-2.2431653,-4.02642,-3.6209524,1022_MTI_HAP_XX,happy
1759,1759,1759,2779,1059.838981869582,2085.350288722826,-375.6206,148.89584,10.67392,55.580826,-5.8975325,2.7287784,-8.21203,4.0136685,-13.041004,-7.282422,-4.4904304,-5.129841,4.4013658,-11.139121,3.0361931,-5.077106,0.87124157,-3.3365598,-2.33574,-2.7310278,1022_MTI_NEU_XX,neutral
1760,1760,1760,2336,923.0281583028183,1809.1363722278227,-413.25415,155.20027,19.016045,57.284855,-7.7302165,14.202998,-9.885287,8.5018835,-7.662234,-2.3589048,-0.5890709,-9.229601,4.4896,-10.144617,2.7744696,-7.865417,0.3916475,-2.7996666,-2.4203143,-1.119119,1022_MTI_SAD_XX,sad
1761,1761,1761,7228,1661.1745594684214,3294.6538219713184,-272.61804,95.43804,5.2584453,46.30597,-11.3566475,-3.7434826,-5.7356405,-2.2646325,-12.358975,1.2015004,-7.8895164,-6.5291624,5.2096167,-10.352696,3.017267,-6.700999,-4.04798,-5.5951753,-5.2304173,-4.8458843,1022_TAI_ANG_XX,angry
